"","Culinary Knowledge","Culinary Skills","Algeria","Argentina","Australia","Belgium","Herzegovina","Brazil","Cameroon","Chile","Colombia","Rica","Croatia","Ecuador","England","France","Germany","Ghana","Greece","Honduras","Iran","Italy","Coast","Japan","Mexico","Netherlands","Nigeria","Portugal","Russia","Korea","Spain","Switzerland","States","Uruguay","China","India","Thailand","Turkey","Cuba","Ethiopia","Vietnam","Ireland","Gender","Age","Household.Income","Education","Census Location"
"458","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"3",NA,NA,NA,"3","3",NA,"4",NA,"4","3",NA,NA,NA,NA,NA,NA,NA,"3",NA,"3",NA,NA,NA,"3",NA,NA,"3","Female","30-44","$0 - $24,999","Some college or Associate degree","West North Central"
"459","Expert","High","5","4","5","5","4","5","5","5","3","4","4","4","5","5","5","5","4","4","5","4","5","5","5","5","3","5","5","5","5","5","5","4","5","3","5","5","5","5","5","5","Female","> 60","","Some college or Associate degree","West North Central"
"460","Advanced","High",NA,NA,"3",NA,NA,"3",NA,NA,NA,NA,NA,NA,"3","3","3",NA,"4",NA,"3","4",NA,"4","3",NA,NA,NA,"3","3","4","3","3",NA,"4","3","4",NA,"3","3","3","3","Female","30-44","","Some college or Associate degree","Pacific"
"462","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",""
"463","Intermediate","Moderate",NA,NA,"4","3",NA,"3",NA,"3",NA,"3",NA,NA,"4","4","4",NA,"3",NA,NA,"4",NA,"3","3",NA,NA,NA,"3",NA,"3","3","4",NA,"3","3",NA,NA,NA,NA,NA,"3","Female","> 60","","High school degree","East North Central"
"464","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"4",NA,NA,NA,NA,"3",NA,NA,"3",NA,NA,NA,NA,NA,NA,"3","5",NA,"3",NA,NA,NA,NA,NA,NA,NA,"Male","45-60","$0 - $24,999","High school degree","East North Central"
"465","Intermediate","Low","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","Male","18-29","$0 - $24,999","Less than high school degree","East North Central"
"467","Intermediate","High",NA,"4","4","4",NA,"4",NA,"4","4","3",NA,"3","4","5","4",NA,"5","3","3","5",NA,"4","4",NA,NA,"4","3",NA,"4",NA,"3","3","4","5","4",NA,"5",NA,"3",NA,"Female","> 60","$50,000 - $99,999","Bachelor degree","Pacific"
"468","Novice","Low",NA,NA,"3",NA,NA,"3",NA,NA,NA,"3",NA,NA,"4","4","3",NA,"2","3",NA,"4",NA,"3","2",NA,NA,NA,NA,NA,NA,"3","5",NA,"3","2",NA,NA,NA,NA,NA,NA,"Male","30-44","$25,000 - $49,999","Some college or Associate degree","South Atlantic"
"469","Advanced","High","3","3","3","3",NA,"3",NA,"3","4","3",NA,"3","3","5","3",NA,"3",NA,NA,"5",NA,"5","3",NA,NA,"3","3","3","4","3","5",NA,"4","3","3","3","3",NA,"3","3","Female","> 60","$0 - $24,999","High school degree","Middle Atlantic"
"470","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"5","3",NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,"3",NA,NA,NA,NA,NA,"Female","18-29","$0 - $24,999","Some college or Associate degree","New England"
"471","Novice","Moderate",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3","4",NA,"4",NA,NA,"5",NA,NA,"4",NA,NA,NA,"2",NA,"3",NA,"4",NA,"3","2","4",NA,NA,NA,NA,"2","Male","> 60","$100,000 - $149,999","Graduate degree","South Atlantic"
"472","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","2",NA,NA,NA,NA,"5",NA,NA,"4",NA,NA,NA,"3",NA,NA,NA,"4",NA,"3","4",NA,NA,NA,NA,NA,"3","Female","18-29","","Some college or Associate degree","Mountain"
"474","Intermediate","Moderate",NA,"4","2","3",NA,"4",NA,"3","3","4",NA,NA,"2","4","4",NA,"4",NA,NA,"5",NA,"4","5",NA,NA,NA,NA,"3","4","4","5","4","4","3","3",NA,"4","2","2","3","Male","30-44","$25,000 - $49,999","Some college or Associate degree","Mountain"
"475","Intermediate","Moderate",NA,"3","3","3",NA,"3",NA,"3","3","3",NA,"3","3","3","3",NA,"4","3","4","4",NA,"5","4",NA,NA,"3","1","4","4","3","2","3","5","4","4","4","4",NA,"4","3","Male","45-60","$50,000 - $99,999","Some college or Associate degree","East North Central"
"476","Intermediate","Moderate",NA,"3",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"2","4","5",NA,"4",NA,NA,"5",NA,"4","5",NA,NA,NA,NA,NA,NA,"3","3",NA,"4",NA,NA,"3",NA,NA,NA,"4","Female","> 60","$50,000 - $99,999","Bachelor degree","West North Central"
"477","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","3","3",NA,"4",NA,NA,"4",NA,"4","3",NA,NA,NA,NA,"2",NA,NA,"4",NA,"4","4",NA,NA,NA,NA,NA,NA,"Female","45-60","","Some college or Associate degree","South Atlantic"
"478","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5","4",NA,"4",NA,NA,"5",NA,"3","3","3",NA,"3","4",NA,"3","3","4",NA,"4","3","5","5","3","3",NA,"4","Female","> 60","$25,000 - $49,999","Bachelor degree","Middle Atlantic"
"479","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","3",NA,"4",NA,NA,"4",NA,"4","4","3",NA,NA,NA,NA,"4","3","3",NA,"4","5","4",NA,"3",NA,NA,"3","Female","30-44","","Bachelor degree","South Atlantic"
"480","Novice","Moderate",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"5",NA,NA,"3",NA,"5","5",NA,NA,NA,NA,NA,"4","3","4",NA,"1","1","1",NA,NA,NA,NA,"3","Female","18-29","$0 - $24,999","Some college or Associate degree","South Atlantic"
"481","Intermediate","Moderate",NA,"3",NA,"3",NA,"3",NA,"3","3","3",NA,"3","3","5","4",NA,"4","3",NA,"5",NA,"4","3","3","3","3","3","3","4","3","5",NA,"4","3","4","3","4",NA,"4","4","Female","> 60","$150,000+","Bachelor degree","Pacific"
"483","Novice","Low",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,"4",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,"5",NA,"3",NA,"3",NA,"4",NA,"4","4","Female","30-44","$25,000 - $49,999","Some college or Associate degree","South Atlantic"
"484","Intermediate","Moderate",NA,"3",NA,"4",NA,"3",NA,"3","3","3",NA,"3","4","4","5",NA,"5","3","4","5",NA,"3","5","4",NA,"5","3","3","4","4","4",NA,"3","5","3","5","4",NA,"3","4","Female","45-60","$100,000 - $149,999","Graduate degree","Middle Atlantic"
"485","Intermediate","Moderate",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","2",NA,"5",NA,"3","3",NA,"4","5",NA,NA,NA,NA,NA,NA,NA,"3",NA,"2","5","5",NA,NA,NA,"4",NA,"Male","30-44","$100,000 - $149,999","Graduate degree","Pacific"
"486","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"3","Male","45-60","$50,000 - $99,999","Bachelor degree","West North Central"
"487","Intermediate","High","3","2",NA,"3",NA,NA,NA,NA,NA,NA,NA,"4","3","2","5",NA,"5","4","4","4",NA,"4","5",NA,NA,"5","2","2","5","3","4",NA,"5","5","5","4","4","3","5","4","Female","45-60","$150,000+","Graduate degree","South Atlantic"
"488","Advanced","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","4",NA,"4",NA,"4","5",NA,"5","5","2",NA,NA,"3",NA,NA,NA,"3",NA,"4","5","5","4","4","5","5",NA,"Female","45-60","","Bachelor degree","South Atlantic"
"489","Intermediate","Moderate",NA,"5","5","5","3","5",NA,"4",NA,NA,NA,NA,"4","5","5",NA,"5","3",NA,"5",NA,"5","3","3",NA,"4","5","3","4","4","5","1","2","4","5","3","3","2","3","3","Male","18-29","$25,000 - $49,999","Some college or Associate degree","Middle Atlantic"
"491","Advanced","High",NA,"4",NA,NA,"1",NA,NA,"4","4",NA,NA,"3","4","3","4",NA,"3","4",NA,"4",NA,"5","5","3",NA,"4","2","4","4","3","3",NA,"4","3","4",NA,"4",NA,"4","5","Male","30-44","$25,000 - $49,999","Some college or Associate degree","Pacific"
"492","Advanced","High",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"5","2","5",NA,"3",NA,NA,"4",NA,"2","4",NA,NA,NA,NA,NA,NA,"4","4",NA,"3","5","3",NA,"3",NA,NA,"3","Male","30-44","$50,000 - $99,999","Some college or Associate degree","Pacific"
"493","Intermediate","High",NA,"4",NA,"3",NA,"2",NA,"3",NA,NA,NA,"2","3","3","3",NA,"4",NA,"3","5",NA,"4","4",NA,NA,NA,"3","3","3",NA,"4",NA,"3","4","5",NA,"3",NA,"5",NA,"Male","18-29","$25,000 - $49,999","Bachelor degree","Mountain"
"494","Intermediate","Moderate",NA,"3",NA,"4",NA,"3",NA,"3","3",NA,NA,NA,"2","4","3",NA,"3",NA,NA,"4",NA,"4","3",NA,NA,NA,"3","2","3","4","4",NA,"4","3","3",NA,"2","4","3","3","Male","> 60","$50,000 - $99,999","Bachelor degree","Pacific"
"495","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,"4",NA,NA,"5",NA,"3","4",NA,NA,NA,NA,NA,NA,NA,"5",NA,"4","3",NA,NA,"4",NA,NA,"4","Female","18-29","","Some college or Associate degree","East South Central"
"496","Advanced","High",NA,"3",NA,NA,NA,"2",NA,"3","3",NA,NA,NA,"1","4","3",NA,"5",NA,NA,"5",NA,"3","4",NA,NA,NA,NA,NA,"4","3","2",NA,"4","1",NA,"5",NA,NA,NA,"2","Male","18-29","$150,000+","High school degree","Middle Atlantic"
"497","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3","4",NA,"4",NA,NA,"3",NA,"4","3",NA,NA,"4",NA,NA,NA,NA,"4",NA,"3","4",NA,NA,NA,NA,"1","3","Male","45-60","$100,000 - $149,999","Some college or Associate degree","New England"
"498","Novice","None",NA,NA,"3",NA,NA,"3",NA,NA,NA,NA,NA,NA,"3","3",NA,NA,NA,NA,NA,"3",NA,NA,"3",NA,NA,NA,NA,NA,"3","2","4",NA,"3","3",NA,NA,"3",NA,NA,"3","Female","45-60","$100,000 - $149,999","Graduate degree","Middle Atlantic"
"499","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"2",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","45-60","$0 - $24,999","Some college or Associate degree","East North Central"
"500","Advanced","High",NA,"4","3",NA,NA,"4",NA,"3",NA,NA,NA,"4","2","5","4",NA,"4",NA,NA,"4","4","3","3","3","3","3","3","2","4","3","4",NA,"2","4","5",NA,NA,"4","5","3","Female","> 60","$50,000 - $99,999","Graduate degree","Pacific"
"502","Intermediate","High",NA,"3",NA,NA,NA,"4","1","3",NA,"4","4",NA,"3","4","3","3","5","4","4","5",NA,"4","4",NA,NA,"4",NA,"3","4",NA,"3","3","3","4","4",NA,"3","3","3","3","Female","45-60","$50,000 - $99,999","Bachelor degree","Middle Atlantic"
"503","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","4",NA,"5",NA,NA,"5",NA,"4","3",NA,NA,NA,NA,NA,"3",NA,"5",NA,"5","2","4",NA,NA,NA,"4","4","Female","> 60","$150,000+","Bachelor degree","East North Central"
"504","Advanced","High",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,"3","3","3","2","3","5",NA,NA,"3",NA,"2","4",NA,"3","3","2",NA,"3","3","3","4","3","4","5","3",NA,"4","4","3","Female","30-44","$25,000 - $49,999","Graduate degree","West North Central"
"505","Novice","Moderate",NA,"3","3","4","3","3",NA,"3","3","3",NA,"3","3","3","4",NA,"4",NA,NA,"4","3","3","4","3","3","3",NA,NA,"3","3","4","3","2","3","4","3",NA,"3","3","3","Female","> 60","","Some college or Associate degree","West North Central"
"506","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"4",NA,NA,"5",NA,"3","4",NA,NA,NA,NA,NA,NA,NA,"3",NA,"3","4","5",NA,NA,NA,"3","4","Female","45-60","$50,000 - $99,999","Bachelor degree","Middle Atlantic"
"507","Novice","None",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"3",NA,"3",NA,"3",NA,NA,"3",NA,"3","4",NA,NA,NA,NA,NA,"3",NA,"3",NA,"3","3","3",NA,"3",NA,NA,NA,"Male","45-60","$50,000 - $99,999","High school degree","East North Central"
"508","Advanced","Low",NA,"3","3","3","2","4",NA,NA,NA,NA,"2","2","2","4","3",NA,"4",NA,NA,"4","2","4","4","2","3","3","2","3","3","3","3",NA,"4","4","4","2","3","1","4","4","Male","30-44","$50,000 - $99,999","Graduate degree","Pacific"
"509","Intermediate","Moderate",NA,NA,"3",NA,NA,"3",NA,NA,NA,"2",NA,NA,"2","3","3",NA,"3",NA,NA,"3",NA,"3","3",NA,NA,NA,"2",NA,"3","3","3",NA,"3","3",NA,NA,"3","2",NA,"3","Female","45-60","","Some college or Associate degree","South Atlantic"
"510","Intermediate","High","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","3",NA,"3",NA,NA,"5",NA,"5","5",NA,NA,"4","3","4","4",NA,"4",NA,"4","4","4",NA,"3","3","4","3","Female","45-60","$0 - $24,999","Bachelor degree","Pacific"
"511","Advanced","Moderate","2","3","4","3",NA,"1",NA,"3","2",NA,"3","3","2","4","1",NA,"4","3","2","5",NA,"3","4","2",NA,NA,"3",NA,"3","3","4",NA,"4","3","3",NA,NA,NA,NA,"2","Male","45-60","","Bachelor degree","West North Central"
"513","Intermediate","None",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"3","2",NA,NA,NA,NA,NA,"5",NA,"3","5",NA,NA,NA,NA,NA,"4",NA,"5",NA,"3","1","2",NA,"3",NA,"1",NA,"Male","30-44","$100,000 - $149,999","Bachelor degree","West South Central"
"514","Expert","High","2","2","4","4","2","3","4","4","1","1","5","2","2","5","5","3","3","3","3",NA,NA,"3","3","2","2","3","5","1","3","3","5","3","1","3","2","2","4","4","5","3","Female","45-60","","","Middle Atlantic"
"515","Intermediate","Moderate",NA,NA,"4","5",NA,NA,NA,NA,NA,NA,NA,NA,"5","5","5",NA,"5",NA,NA,"5",NA,"3","5","5",NA,"4","4","3","5","5","5",NA,"4","5","3",NA,"4",NA,"3","5","Female","> 60","","Graduate degree","Pacific"
"516","Intermediate","High",NA,NA,NA,NA,NA,"3",NA,"3",NA,NA,NA,NA,"3","5","4",NA,"3",NA,NA,"4",NA,"5","4",NA,NA,NA,NA,NA,"3",NA,"4",NA,"3","2","4",NA,"2","1",NA,"3","Female","30-44","$50,000 - $99,999","Bachelor degree","East South Central"
"517","Intermediate","High",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,"2","4","4",NA,"4",NA,"4","5",NA,"4","5",NA,NA,"3",NA,NA,"4","3","4",NA,"5","4","4","3","3",NA,"4","2","Female","> 60","$25,000 - $49,999","Some college or Associate degree","Pacific"
"518","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"3",NA,"4","4",NA,NA,NA,NA,NA,"4","Male","30-44","$100,000 - $149,999","Graduate degree","Middle Atlantic"
"519","Advanced","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"5",NA,"4","4",NA,"3","3",NA,NA,NA,NA,"4",NA,"5","5","4",NA,"4","4",NA,NA,"Female","18-29","","Some college or Associate degree","South Atlantic"
"520","Novice","Low",NA,"3",NA,"3",NA,"3","3",NA,"3","3",NA,NA,"3","3","3",NA,"3","3","3","3",NA,NA,"4",NA,NA,NA,NA,NA,"4",NA,"5",NA,NA,NA,NA,NA,"3",NA,NA,"4","Female","> 60","$25,000 - $49,999","Some college or Associate degree","West South Central"
"521","Intermediate","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","4",NA,"5",NA,NA,"4",NA,"3","5",NA,NA,NA,"3",NA,"4","3","4",NA,"3","3","3",NA,"3",NA,NA,"3","Female","45-60","$50,000 - $99,999","Bachelor degree","Pacific"
"522","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","3",NA,"4",NA,NA,"5",NA,"3","4",NA,NA,NA,NA,NA,"3",NA,"4",NA,"4","4","3",NA,NA,NA,"3","3","Female","30-44","","Graduate degree","West North Central"
"523","Advanced","High",NA,NA,"2",NA,NA,NA,NA,"3",NA,NA,NA,"3","2","3","3",NA,"5",NA,"5","5",NA,"5","5","3",NA,NA,NA,"5","3","3","2",NA,"5","5","5",NA,"3",NA,"4","3","Male","30-44","","High school degree","New England"
"525","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"3",NA,"4",NA,NA,"4",NA,"3","4",NA,NA,NA,NA,NA,NA,NA,"5",NA,"4","3","3",NA,NA,NA,NA,"3","Female","18-29","","Bachelor degree","West North Central"
"526","Intermediate","Low",NA,NA,"5","3",NA,NA,NA,"2",NA,"4",NA,NA,"3","4","2",NA,"4",NA,NA,"4",NA,"4","5",NA,NA,NA,"2",NA,"4","5","4",NA,"4","3","5",NA,NA,NA,"3","2","Female","18-29","$25,000 - $49,999","Some college or Associate degree","South Atlantic"
"527","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","4",NA,"4",NA,NA,"4",NA,"3","3",NA,NA,NA,NA,NA,"3",NA,"2",NA,"2","4","5",NA,"3",NA,NA,NA,"Female","18-29","$0 - $24,999","Bachelor degree","West South Central"
"528","Novice","Moderate",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"3","4","3",NA,"5",NA,NA,"4",NA,"3","4",NA,NA,NA,NA,"4","3",NA,"3",NA,"4","2",NA,NA,NA,NA,"3",NA,"Female","18-29","","Some college or Associate degree","Middle Atlantic"
"529","Novice","Moderate",NA,NA,"3","3",NA,NA,NA,NA,NA,"2",NA,NA,"3","3","3",NA,"2",NA,NA,"5",NA,"2","2","3",NA,NA,NA,NA,"3","3","4",NA,"4","2","3","3","2",NA,NA,"3","Female","> 60","$25,000 - $49,999","Bachelor degree","South Atlantic"
"530","Intermediate","Moderate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"3","5","5",NA,"4","3","3","4","5","5",NA,"5","5","3",NA,"4",NA,"3","4","","","","",""
"531","Intermediate","High",NA,"5",NA,NA,NA,"4",NA,"4","4","4",NA,"4","2","2","2",NA,"2","5","4","4",NA,"4","4","3",NA,"3","2",NA,"2",NA,"1","4","5","5","5",NA,NA,NA,"4","2","Female","18-29","","Some college or Associate degree","Pacific"
"532","Intermediate","High",NA,"3","3",NA,NA,"3",NA,"3","3",NA,"3","3","3","3","3",NA,"3",NA,NA,"5",NA,"3","4","3",NA,"3","3",NA,"3","3","4",NA,"3","4","3",NA,"3","3","3","3","Female","30-44","","Some college or Associate degree","East South Central"
"533","Intermediate","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4",NA,NA,NA,NA,NA,"4",NA,"3","3",NA,NA,NA,NA,NA,NA,NA,"3",NA,"5",NA,NA,NA,NA,NA,NA,NA,"Female","30-44","$0 - $24,999","High school degree","Mountain"
"534","Intermediate","Moderate","1",NA,NA,"4",NA,"3",NA,"3","3",NA,NA,NA,"3","3","4","1","3","1","1","4",NA,"3","3",NA,"1","3",NA,NA,"3",NA,"5","1","3","1",NA,NA,"3","1",NA,"3","Male","> 60","$50,000 - $99,999","Some college or Associate degree","East North Central"
"535","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"2","3","3",NA,"4",NA,NA,"4",NA,"4","4",NA,NA,NA,NA,"4","4",NA,"4",NA,"4","3","3",NA,NA,NA,"3","3","Male","> 60","$150,000+","Some college or Associate degree","Pacific"
"536","Intermediate","High","4","4","4","4","3",NA,NA,NA,NA,NA,NA,NA,"4","4","4",NA,"4",NA,"5","5",NA,"5","5","4",NA,"4","3","4","5","3","4",NA,"4","5","4","5","4","3","5","3","Male","> 60","","Bachelor degree","Middle Atlantic"
"537","Intermediate","High",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"3","3",NA,NA,"3",NA,NA,"4",NA,"3","4",NA,NA,NA,NA,"2","3",NA,"3",NA,"3","4","5",NA,"4","4","4","3","Male","30-44","$50,000 - $99,999","Bachelor degree","Pacific"
"538","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"3","3","3",NA,"4",NA,NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,NA,"4","5",NA,"3","1","3",NA,"3",NA,NA,"3","Female","45-60","$50,000 - $99,999","Bachelor degree","East North Central"
"539","Advanced","Moderate",NA,"4","4","3",NA,"4",NA,"3","3","3",NA,"3","4","5","4",NA,"4","3",NA,"4",NA,"3","3","3",NA,"3",NA,NA,"4",NA,"5",NA,"2","3","3",NA,"3",NA,"2","4","Male","18-29","$50,000 - $99,999","Some college or Associate degree","East South Central"
"540","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"3",NA,NA,NA,NA,NA,NA,NA,"Male","45-60","","High school degree","Middle Atlantic"
"542","Intermediate","Moderate",NA,NA,NA,"4",NA,NA,NA,NA,"3",NA,NA,NA,"4","4","4",NA,"5",NA,NA,"4",NA,"3","3","4",NA,"4","4",NA,"4",NA,"4",NA,"4","2",NA,"4",NA,NA,"3","3","Female","> 60","$50,000 - $99,999","Graduate degree","Middle Atlantic"
"543","Novice","Moderate",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5",NA,NA,"5",NA,NA,"5",NA,NA,"5",NA,NA,NA,NA,NA,"5",NA,"3",NA,NA,"5",NA,NA,NA,NA,NA,NA,"Female","45-60","$50,000 - $99,999","Graduate degree","East North Central"
"544","Intermediate","Moderate",NA,"3","3",NA,NA,"3",NA,"3","3","3",NA,NA,"3","4","5",NA,"4",NA,NA,"5",NA,"4","3",NA,NA,"3","3","3","4","3","5",NA,"5","2","4","4","3",NA,"3","3","Male","45-60","$100,000 - $149,999","Some college or Associate degree","Middle Atlantic"
"545","Novice","High",NA,"3","4","4",NA,NA,NA,"3","3",NA,NA,NA,"3","4","5",NA,"5",NA,NA,"5",NA,"4","5",NA,NA,"3","3",NA,"3","5","5",NA,"5","4",NA,"4",NA,"3","4","4","Female","> 60","$25,000 - $49,999","Some college or Associate degree","Mountain"
"546","Intermediate","High",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"3","4","3",NA,"4",NA,NA,"4",NA,"3","4","4",NA,NA,NA,"3","4","3","3","4","4","4","3","4","3",NA,"4",NA,"Female","> 60","$25,000 - $49,999","Bachelor degree","West South Central"
"547","Intermediate","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,"4",NA,"2","4",NA,NA,NA,NA,"3","4",NA,"4",NA,"3","3","3",NA,NA,NA,NA,"3","Female","30-44","","Some college or Associate degree","East North Central"
"548","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","3",NA,"3",NA,NA,"4",NA,"3","3",NA,NA,NA,NA,NA,"3",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,NA,"Male","45-60","$50,000 - $99,999","High school degree","New England"
"550","Advanced","High",NA,"4",NA,"3",NA,"4",NA,"4","4","4",NA,NA,"2","4","4",NA,"4",NA,NA,"5","3","4","4","3",NA,"4","4","4","5","3","2","3","3","4","4","4","5",NA,"4","3","Male","30-44","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic"
"551","Intermediate","Moderate",NA,"3","3","3",NA,"3",NA,NA,NA,NA,NA,NA,"3","5","3",NA,"4",NA,NA,"5",NA,"2","4",NA,NA,NA,"2","2","3","3","4",NA,"4","2","2",NA,"3",NA,"3","3","Male","45-60","$150,000+","Graduate degree","Middle Atlantic"
"552","Advanced","High","4","4",NA,"4","4","5",NA,"4","4","4","4",NA,"4","5","5",NA,"5","4","4","5",NA,"5","5","4",NA,"4","5","5","5","5","3",NA,"5","5","5","4","4","4","5","4","Female","30-44","$0 - $24,999","Some college or Associate degree","Pacific"
"553","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,"5",NA,"3",NA,NA,NA,NA,NA,NA,NA,"Male","18-29","$0 - $24,999","High school degree","East North Central"
"554","Intermediate","High",NA,"4",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"3","3",NA,NA,"5",NA,NA,"5","4","5","4",NA,NA,NA,NA,"4","5",NA,"4",NA,"5","5","4","5","5","3","5",NA,"Female","30-44","$50,000 - $99,999","Bachelor degree","South Atlantic"
"555","Intermediate","Moderate",NA,"3",NA,"3","3","4",NA,NA,NA,NA,"3",NA,"3","2","3",NA,"3",NA,"2","4",NA,"3","3",NA,NA,"3","4",NA,"3",NA,"3",NA,"3","2","3","3","3",NA,"1",NA,"Female","45-60","","High school degree","South Atlantic"
"556","Advanced","High","3","4",NA,NA,NA,"4",NA,"3","4","4",NA,NA,"1","3","4",NA,"5","4",NA,"4",NA,"5","5",NA,NA,NA,"1","3","5",NA,"4",NA,"3","5","5",NA,"4","3","3","3","Male","45-60","$100,000 - $149,999","Bachelor degree","Mountain"
"557","Novice","None","2","2","3","2","1","2","1","2","2","2","2","2","2","2","2","1","2","2","1","3","1","2","4","3","2","2","2","2","3","2","5","1","4","2","2","2","2","1","2","3","Male","> 60","$50,000 - $99,999","Some college or Associate degree","Pacific"
"558","Intermediate","High","2","3","3","3","3","3",NA,"3","3","3","3",NA,"3","4","3",NA,"4",NA,"3","4",NA,"3","3","3",NA,"3","2","2","4","3","3","3","4","2","4","3","2",NA,"3","3","Female","> 60","$25,000 - $49,999","Graduate degree","West North Central"
"560","Intermediate","High",NA,"4",NA,"3",NA,"5",NA,"4","4",NA,NA,"3","3","3","4",NA,"4",NA,NA,"5",NA,"4","5",NA,NA,NA,"3","3","5",NA,"3",NA,"4","4","5",NA,"4",NA,"3","3","Male","30-44","$50,000 - $99,999","Bachelor degree","Middle Atlantic"
